SiteID,SiteName,Country,StateProvince,County,USGS_Quad,HUC,FeatureID,LandUnit,LandUnitDetail,ProclaimedNF,LCC,PublicInfo,InfoSource,InfoSourceDet,MagDev,AccessDescript,SiteDescription,AKA,GeorefSource,Datum,UTM_Zone,GPS_Unit,UTME,UTMN,LatDeg,LatMin,LatSec,LongDeg,LongMin,LongSec,LatitudeDD,LongitudeDD,ElevationM,EPE_M,Georef_Comments,SpringType1,SpringType2,LithoPrimary,LithoSecondary,GeoLayer,EmergenceEnvironment,EmergenceEnvNote,SourceGeo,SourceGeo2,ChannelDynamics,FlowForceMech,NearestSpringM,LoginAdded,LoginAddedDate,LoginChanged,LoginChangedDate,SurveyCount,AvgEOD,HighEOD,ImageHyperlink,SketchHyperlink,SiteHyperlink,ShortName,initialtimestamp,
9842,Willow Spring,US,AZ,Coconino,Supai,15010004,,Tribal,Havasupai Tribe,,15,1,State,Imported in 2009 from AZ State Land Office,12,HAVA,Willow Spring consists of five seep areas coming out of a dirt wall facing to the North.The area is heavily trampled by horses.A herd of six with a colt was observed in the wash below.There is a spickett set up with the water tank.The wetted area is about 9m squared. ,Imported from GDB,,NAD83,12,,344020,4003854,36,10,0.84,-112,44,3.264,36.1669,-112.73424,1431,,,,,,,,,,,,,,2209,jeriledbetter,6/16/2012,margueritehendrie,12/11/2013,3,3.3,5,,,,Willow ,4/25/2014 12:11,8
731,Andrews Spring,US,AZ,Coconino,McLellan Reservoir,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,Geonames,Imported from USGS Geonames,11,I-40 to Devil Dog Rd exit. Take Forest Rd 180 to Forest Rd 122 (high-clearance vehicle needed). Walk up the drainage 900ft.,"This rheocrene spring is included in the Arizona State Land Office shapefile. The point is located in a drainage channel below basalt flows. In July 2014, surveyors found no evidence of a spring. A local rancher had no knowledge of a spring in this location.",,map,NAD83,12,,385576,3891423,35,9,33.192,-112,15,22.824,35.15922,-112.25634,1997,,"Elevation from 10m DEM, coordinates from DRG",rheocrene,,igneous,basalt,basalt flow,subaerial,,,,,,2144,jeriledbetter,12/7/2010,jeriledbetter,11/23/2016,2,3,4,http://springsdata.org/uploaded_files/survey/2146221052/2146221052_rep.jpg,,,Andrews,4/25/2014 12:11,12
10301,Boulder Spring,US,AZ,Coconino,Phantom Ranch,15010001,,NPS,Grand Canyon NP,,15,1,Geonames,Imported from USGS Geonames,11,5 mins upstream from where Tonto Trial crosses west of Boulder Creek,"Water emerges from alluvium channel, flowing through gravel and cobbles over bedrock ledges.Channel flows over bedrock steps, forming small pools.Upstream parts of channel were more dominated by bedrock and cobble, while downstream parts of channel were more dominated by gravel.","Boulder Creek, BLDR003, GRCA_S0017",,WGS84,12,,406758,3990766,36,3,25.2,-112,2,7.008,36.057,-112.03528,1104,,"NPS Coordinates are 406635 3990743 with elevation 1153 m using a Magellan Triton; NPS coordinates are 36.056187, -112.0350906",rheocrene,,sedimentary,shale,Bright Angel Shale,subaerial,,,,runoff,,66,jeriledbetter,6/16/2012,jeriledbetter,5/23/2015,1,4,4,,,,Boulder,4/25/2014 12:11,7
107642,Box Spring,US,NV,Lincoln,Garden Spring,15010010,,BLM,Bureau Of Land Management NV,,5,1,NHD,Imported in 2013 from NHD Database,12," The area is located in the Clover Mountains 100,000 quad in the Tule Desert basin.",Imported in 2013 from NHD Database Data were imported in February 2016 from a compilation of Don Sada's research. The Land Manager ID number is from this dataset.   ,,,NAD83,11,,741159,4128597,37,16,21.864,-114,16,48.54,37.27274,-114.28015,1426,,"Coordinates shifted from 37.27269, -114.28020 to location reported by Sada Feb. 2016. Sada reported elevation as 1414 meters.",rheocrene,,,,,,,,,,,1195,,4/2/2014,,,1,4,4,,,,Box ,4/25/2014 12:11,48
920,Buzzard Spring,US,AZ,Coconino,Dutton Hill,15060202,,USFS,"Coconino NF, Peaks RD",Coconino,3,1,Geonames,Imported from USGS Geonames; Other DB from AZDWR,11,"From the intersection of NF-9019B and NF-231, travel south on NF-231 for 6.5 mi. Turn left on NF-9014H and continue for 0.6 mi. Bear left on NF-792 for 0.3 mi, and turn left on NF-9015Q for 0.6 mi. Spring is located 30 m due west in a shallow drainage.","This site was imported from the SSI geodatabase, a compilation from multiple sources.","A-19-05 24CCC, FLWD_SiteID 350026111493301",Map,NAD83,12,,424601,3874122,35,0,24.912,-111,49,34.788,35.00692,-111.82633,2066,,,rheocrene,,,,,,,,,,,2006,jeriledbetter,1/9/2012,jeriledbetter,11/23/2016,3,2.3,4,,,,Buzzard,4/25/2014 12:11,51
924,Cave Spring,US,AZ,Coconino,Munds Park,15060202,,USFS,"Coconino NF, Red Rock RD",Coconino,3,1,NHD,Imported in 2010 from NHD Database,11,,"This site was imported from the geodatabase, a compilation from multiple sources.The spring is entirely fenced off and all the water is contained and piped away from the source for residential use.",Cave Spring,Map,NAD83,12,,432421,3873131,34,59,54.708,-111,44,26.016,34.99853,-111.74056,1663,,,anthropogenic,,sedimentary,sandstone,Coconino,subaerial,,fracture spring,contact spring,runoff,gravity,644,jeriledbetter,1/9/2012,sparks,7/21/2014,6,2.2,4,http://springsdata.org/uploaded_files/survey/old_images/924_Cave.jpg,http://springsdata.org/uploaded_files/survey/old_images/924_CaveSketch.jpg,,Cave,4/25/2014 12:11,51
376,Cottonwood Creek Springs,US,AZ,Coconino,Cape Royal,15010001,,NPS,Grand Canyon NP,,15,1,Geonames,Imported from USGS Geonames,12,"Off the Tonto Trail. The Cottonwood Creek site is 14.1 km northeast of, and 860 m below, Grand Canyon Village, and is accessible via the Grandview and Tonto Trails. Cottonwood Creek is a quasi-perennial stream that is fed by numerous sources in the Redwall Formation and the Cambrian strata. The largest single flow appears to be one that issues from beneath a pile of boulders near the topmost Fremont cottonwood tree in the drainage. The stream flows approximately 2 km from the gauge to the Colorado River. ","Site visited by LES 4/27/2000, 10/21/2000, and 7/18/2001.",,GPS,WGS84,12,,410761,3986651,36,1,13.008,-111,59,25.368,36.02028,-111.99038,1257,5,"Q was measured at the NPS gauge.  Location was determined with GIS.  Samples collected and Q measured near Tonto trail crossing in lower Bright Angel alluvium.  LAT Net Section 32, T31N, R04E.",,,,,,,,,,,,36,jeriledbetter,6/30/2009,margueritehendrie,9/23/2013,22,1.8,4,,,,Cottonwood Creek,4/25/2014 12:11,7
19928,Cottonwood Hanging Garden,US,AZ,Coconino,Fern Glen Canyon,15010002,,NPS,Grand Canyon NP,,15,0,LMA,SCPN springs database,12,"Hike into Cottonwood Spring area, go down one of side drainages to join main Cottonwood drainage.  Spring is about 20-30 min. hike downstream just above a nearly technical pouroff that can be bypassed with difficulty on left.  We did not attempt this.  The hike into cottonwood starts at the Tuckup canyon Trailhead.","Emergence at the site described as, "" Canyon bottom with bedrock channel with pools, slides, pouroffs and hanging gardens.  Some fluvial deposits but mostly bedrock.  Supai - Wescogame, Rheochrene and Hanging garden spring type.""    Channel length is 190m",,,NAD83,12,,329573,4022276,36,19,49.656,-112,53,55.68,36.33046,-112.8988,1083,,NPS Coordinates were NAD83 12 329580E 4022289N.  Elevation was 1164 Meters With the following note: In deep canyon - added 8 m to easting as offset correction,rheochrene,,Sedimentary,sandstone,,sub-aerial,,,,,,1799,margueritehendrie,2/19/2014,margueritehendrie,2/19/2014,1,4,4,,,,Cottonwood Hanging Garden,4/25/2014 12:11,7
945,Curley Seep,US,AZ,Coconino,Kendrick Peak,15020016,,USFS,"Coconino NF, Peaks RD",Coconino,3,1,USGS Quad,Added based on DRG; ID from AZ Dept. Water Resources GWIS,11,"From the intersection of N Snow Bowl Rd and US-180, travel northbound on US-180 for 15.23 mi. Turn left and head west and then north on NF-191C for 0.2 mi. Hike 80 m due northeast.","This site was imported from the geodatabase, a compilation from multiple sources. The spring discharges from a basalt outcrop down a hillslope into a drainage channel.","A-24-06 21DCC, FLWD_SiteID 352633111454601",Map,NAD83,12,,430704,3922349,35,26,31.848,-111,45,48.672,35.44218,-111.76352,2318,,,hillslope,rheocrene,igneous,basalt,,subaerial,,fracture spring,contact spring,spring,gravity,2686,jeriledbetter,1/9/2012,lancemurray,3/17/2016,3,2.3,4,http://springsdata.org/uploaded_files/survey/old_images/945_CurleySeep.jpg,,,Curley Seep,4/25/2014 12:11,51
19250,Dead Squirrel Spring,US,AZ,Coconino,Fossil Bay,15010002,,Tribal,Havasupai Tribe,,15,1,NHD,Imported in 2010 from NHD Database,12,,,Hmilt Biiwoo,GPS,NAD83,12,Garmin,361237,4021759,36,19,51.204,-112,32,45.816,36.33089,-112.54606,1050,18,Coordinates provided to Larry Stevens by Kit Nielsen on 7/21/03; field date 7/11/03. Either the elevation or the location is clearly incorrect. Perhaps both.,,,,,,,,,,,,2500,,9/11/2013,jeriledbetter,9/24/2013,1,4,4,,,,Dead Squirrel,4/25/2014 12:11,8
953,Dorsey Spring,US,AZ,Coconino,Sycamore Point,15060202,,USFS,"Coconino NF, Peaks RD",Coconino,3,1,Geonames,Imported from USGS Geonames; Other DB from AZDWR,11,HWY 66 to Forest Rd 231 (Woody Mountain Rd) to Forest Rd 538 to Forest Rd 538E. Park at Dorsey Springs trail head and follow the trail to the spring.,"This site has two sources. Source 1 is a dripping pipe from a springbox on a hillslope that flows in a channel. Source 2 is a pond with an outlet channel draining into a small meadow. This site was imported from the SSI geodatabase, a compilation from multiple sources.","A-19-04 02CAA, FLWD_SiteID 350316111564001",,WGS84,12,,413810,3879485,35,3,15.876,-111,56,42.504,35.05441,-111.94514,1885,4,,hillslope,rheocrene,igneous,basalt,,,,,,,,2089,jeriledbetter,1/9/2012,jeriledbetter,11/23/2016,4,3,4,http://springsdata.org/uploaded_files/survey/2146221096/2146221096_rep.jpg,,,Dorsey,4/25/2014 12:11,51
957,Doyle Spring,US,AZ,Coconino,Humphreys Peak,15020016,,USFS,"Coconino NF, Peaks RD",Coconino,3,1,Geonames,Imported from USGS Geonames,11,"From Shultz Pass-Lockett Meadow Rd N, travel west to the intersection of Jack Smith Spring Rd and NF-552C. Continue SW on NF-552C and NF-552D for 1.4 mi. Spring is 35 m due north.","This spring appears to be an excavated hillslope helocrene that lies adjacent to a shallow drainage. The site has been extensively excavated and piped. Site georeferencing data were imported from the SSI geodatabase, a compilation from multiple sources.",,GPS,NAD83,12,Garmin Oregon 650,440023,3910051,35,19,54.876,-111,39,35.784,35.33191,-111.65994,3139,8,,hillslope,helocrene,,,,,,,,,,993,jeriledbetter,1/9/2012,jeriledbetter,11/23/2016,3,3.7,4,http://springsdata.org/uploaded_files/survey/old_images/957_Doyle.JPG,,,Doyle,4/25/2014 12:11,51
179768,Dudd Spring,US,NV,Clark,Riverside,15010010,,BLM,Bureau Of Land Management NV,,15,1,LMAP,,12,,,,,NAD83,11,,757008,4059522,36,38,47.832,-114,7,30.324,36.64662,-114.12509,1296,,PDOP: 3 m,rheocrene,,,,,,,,,,,1171,borispoff,9/21/2015,borispoff,9/21/2015,1,4,4,,,,Dudd,9/21/2015 15:44,3
19256,East Keyhole,US,AZ,Coconino,Fishtail Mesa,15010002,,NPS,Grand Canyon NP,,15,1,NHD,Imported in 2010 from NHD Database,12,,East Keyhole Spring is a seep on a canyon floor.,Keyhole Natural Bridge 2 Unnamed,,NAD83,12,,358426,4026850,36,22,34.896,-112,34,41.844,36.37636,-112.57829,1149,,Elevation from DEM,,,,,,,,,,,,563,,9/13/2013,jeriledbetter,10/27/2016,10,1.7,4,,,,East Keyhole,4/25/2014 12:11,7
807,Elden Spring,US,AZ,Coconino,Flagstaff East,15020015,,USFS,"Coconino NF, Peaks RD",Coconino,3,1,Geonames,Imported from USGS Geonames,11,"Use access sidewalk on Lugano Way, follow trail approximately north for about 300 m. Spring is right at base of Mt. Elden.",This gushette was surveyed by NPS volunteers in 2010.,CONF004,GPS,NAD83,12,GPS 76CX,445388,3898405,35,13,37.956,-111,36,0.504,35.22721,-111.60014,2170,0.8,Map elevation: 7120 ft.,,,igneous,dacite,,subaerial,,,,runoff,gravity,2085,,2/16/2011,,2/23/2011,3,2,4,,http://springsdata.org/uploaded_files/survey/old_images/807_EldenSketch.jpg,,Elden,4/25/2014 12:11,51
13989,Elves Chasm Upper Unnamed Spring,US,AZ,Coconino,Explorers Monument,15010002,,NPS,Grand Canyon NP,,15,1,IR,Dr. Lawrence Stevens data,11,,,Imported from GDB,,NAD83,12,,369293,4006261,36,11,32.424,-112,27,13.428,36.19234,-112.45373,812,,,,,,,,,,,,,,145,jeriledbetter,6/16/2012,margueritehendrie,12/18/2013,2,2.5,4,,,,Elves Chasm Upper Unnamed ,4/25/2014 12:11,7
965,Flagstaff Spring,US,AZ,Coconino,Humphreys Peak,15020016,,USFS,"Coconino NF, Peaks RD",Coconino,3,1,State,Imported in 2009 from AZ State Land Office,11,"From Shultz Pass-Lockett Meadow Rd, travel west to Jack Smith Spring Rd and continue to Flagstaff Spring Rd. Turn left on NF-552E from Flagstaff Spring Rd and continue for 0.17 mi. Spring is 44 m SW from end of road.","This site was imported from the geodatabase, a compilation from multiple sources. The spring site has a large well/spring box that has completely diverted all spring flow to a large pipe.",,Map,NAD83,12,,439285,3910936,35,20,23.424,-111,40,5.268,35.33984,-111.66813,3224,,,rheocrene,,igneous,dacite,,subaerial,,fracture spring,contact spring,runoff,gravity,710,jeriledbetter,1/9/2012,lancemurray,3/14/2016,1,4,4,http://springsdata.org/uploaded_files/survey/old_images/965_Flagstaff.jpg,,,Flagstaff,4/25/2014 12:11,51
748,Garland Spring,US,AZ,Coconino,Garland Prairie,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,State,Imported in 2009 from AZ State Land Office; Other DB from AZDWR,11,"From exit 178 on I-40 travel south on S Garland Prairie Rd (CR-141) toward Scholz Lake for 1 mi. Turn right on Pineaire Access Rd (CR-62) and continue for 1 mi before bearing left onto NF-3735. Continue SW on NF-3735 for 4 mi, and turn left onto NF-3733 for 0.75 mi. Spring is 500 m due south.",This named site is depicted on the DRG. The spring site is an outcrop of basalt in Garland Prairie.,"A-21-04 20BCA, FLWD_SiteID 351117111594801",map,NAD83,12,,409148,3894351,35,11,16.908,-111,59,52.404,35.18803,-111.99789,2052,,"Elevation from 10m DEM, coordinates from DRG.",hillslope,helocrene,igneous,basalt,,subaerial,,fracture spring,contact spring,spring,gravity,2668,jeriledbetter,12/8/2010,lancemurray,3/17/2016,3,3,4,http://springsdata.org/uploaded_files/survey/old_images/748_Garland.jpg,,,Garland,4/25/2014 12:11,12
108520,Gourd Spring,US,NV,Lincoln,Davidson Peak,15010010,,BLM,Bureau Of Land Management NV,,3,1,NHD,Imported in 2013 from NHD Database,12," The area is located in the Overton 100,000 quad in the Colorado River basin.",Imported in 2013 from NHD Database Data were imported in February 2016 from a compilation of Don Sada's research. The Land Manager ID number is from this dataset.   ,,,NAD83,11,,741072,4093727,36,57,31.644,-114,17,32.424,36.95879,-114.29234,947,,"Coordinates shifted from 36.95866, -114.29237 to location reported by Sada Feb. 2016. Sada reported elevation as 933 meters.",rheocrene,,,,,,,,,,,509,,4/2/2014,,,1,4,4,,,,Gourd ,4/25/2014 12:11,48
997,Hoxworth Springs North,US,AZ,Coconino,Lower Lake Mary,15020015,,USFS,"Coconino NF, Mormon Lake RD",Coconino,3,1,NHD,,11,"From Lake Mary Rd (CR-3), travel SE on Crimson Rd for 0.5 mi. Turn left on NF-296 and continue for 4.5 mi, connecting to NF-132B for 0.6 mi. Keep left on Hoxworth Springs Rd for 1.5 mi. Spring is 146 m due SW.","This site appears to be part of a series of sources that supply a large wet meadow. This site was imported from the SSI geodatabase, a compilation from multiple sources.", ,Map,NAD83,12,,447676,3877825,35,2,30.336,-111,34,25.284,35.04176,-111.57369,2138,,,,,,,,,,,,,,196,jeriledbetter,1/9/2012,jeriledbetter,11/29/2016,1,4,4,,,,Hoxworth North,4/25/2014 12:11,54
18893,Hummingbird Spring,US,AZ,Coconino,Munds Park,15060202,,USFS,"Coconino NF, Red Rock RD",Coconino,3,1,State,Arizona Dept. Water Resources GWSI db; Other DB from AZDWR,11,"From exit 337, travel south on AZ-89-ALT for 14.7 mi. Spring is 115 m due west.","This site was imported from AZDWR (ID345903111445001). This site is reportedly a supply for domestic use, and emerges in a hillside topographic setting. It is a contact spring type and has other spring manipulation. The original data source is USGS and flow consistency is undetermined. The spring emerges from under a large sandstone rock face and extends 7m where it meets Oak Creek.","HummingbirdA-19-06W34C2  UNSURV, FLWD_SiteID 345903111445001",,NAD83,12,,431735,3871545,34,59,3.084,-111,44,52.62,34.98419,-111.74795,1615,,Elev determined by topographic map. Lat/long accuracy 1 sec +/-. Elevation accuracy 020m. Field Checked,hillslope,,sedimentary,sandstone,,subaerial,,contact spring,,,gravity,154,jeriledbetter,11/8/2012,jeriledbetter,11/23/2016,2,3,4,,,,Hummingbird,4/25/2014 12:11,51
775,Kaufman Spring,US,AZ,Coconino,Parks,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,State,Imported in 2009 from AZ State Land Office; Other DB from AZDWR,11,"From exit 178 on I-40, travel west on E Old Highway 66 for 3.7 mi. Turn right and continue north on NF-3579 for 1.95 mi, and NF-74 for 1.75 mi. Spring is 60 m west of road.",This named spring is depicted on the DRG. The spring site is a developed stock tank around what appears to have been a spring.,,map,NAD83,12,,410191,3907412,35,18,21.168,-111,59,16.296,35.30588,-111.98786,2229,,"Elevation from 10m DEM, coordinates from DRG and AZ State Land Office.",hillslope,,igneous,basalt,,subaerial,,contact spring,fracture spring,spring,gravity,2659,jeriledbetter,12/8/2010,lancemurray,3/14/2016,2,3.5,4,http://springsdata.org/uploaded_files/survey/old_images/775_Kaufman.jpg,,,Kaufman,4/25/2014 12:11,12
1008,Kendrick Spring,US,AZ,Coconino,Kendrick Peak,15020016,,USFS,"Coconino NF, Peaks RD",Coconino,3,1,Geonames,Imported from USGS Geonames; Other DB from AZDWR,11,"From US-180, turn on NF-191C and travel west for 2.8 mi. Turn right on NF-767 for 1.9 mi and continue on NF-760A for 0.4 mi. Turn left on NF-9002G and continue for 0.16 mi.","This site was imported from the geodatabase, a compilation from multiple sources.There is a large spring box present that diverts water to a large stock tank.","A-24-05 23CCD, FLWD_SiteID 352638111502101",Map,NAD83,12,,423769,3922597,35,26,38.076,-111,50,23.784,35.44391,-111.83994,2319,,,rheocrene,,igneous,basalt,,subaerial,,fracture spring,contact spring,runoff,gravity,3191,jeriledbetter,1/9/2012,lancemurray,3/14/2016,3,2.3,4,http://springsdata.org/uploaded_files/survey/old_images/1008_Kendrick.jpg,,,Kendrick,4/25/2014 12:11,51
647,Lee Canyon spring,US,AZ,Coconino,White Horse Lake,15060202,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,NHD,Imported in 2010 from NHD Database,11,I-40 to COC-73 to Forest Road 354 to Forest Road 105 to Forest Road 138. Walk up drainage.,"In August 2014 surveyors reported ephemeral flow down a basalt drainage channel. On 9/27/2010 Glenn Rink walked from the bottom of this draw to the top and back again and found no evidence of a spring.  He reported an old log cabin (401692, 3882903) and a 20&apos; steel pipe that has been washed down the draw.  There were abundant elk trails, but no evidence of a spring or improvements.",,map,NAD83,12,,401816,3883222,35,5,13.2,-112,4,37.524,35.087,-112.07709,2072,,,rheocrene,hillslope,igneous,basalt,basalt flow,,,,,,,2739,,11/4/2010,lancemurray,3/17/2016,3,3.3,4,http://springsdata.org/uploaded_files/survey/2146221087/2146221087_rep.jpg,,,Lee Canyon,4/25/2014 12:11,12
19264,Little Coyote #2 Spring,US,AZ,Coconino,Yunosi Point,15010004,,Tribal,Havasupai Tribe,,15,1,Geonames,Imported from USGS Geonames,12,,,,,NAD83,12,,341383,4004606,36,10,23.7,-112,45,49.32,36.17325,-112.7637,1543,,,,,,,,,,,,,,393,,9/20/2013,,9/20/2013,1,4,4,,,,Little Coyote #2,4/25/2014 12:11,8
19263,Little Coyote Spring 1A,US,AZ,Coconino,Yunosi Point,15010004,,Tribal,Havasupai Tribe,,15,1,Geonames,Imported from USGS Geonames,12,,,,,NAD83,12,,341234,4004242,36,10,11.82,-112,45,55.008,36.16995,-112.76528,1582,,,,,,,,,,contact spring,,,,195,,9/20/2013,,9/20/2013,3,2.7,4,,,,Little Coyote 1A,4/25/2014 12:11,8
1021,Lockett Meadow Spring,US,AZ,Coconino,Sunset Crater West,15020016,,USFS,"Coconino NF, Peaks RD",Coconino,3,1,State,Imported in 2009 from AZ State Land Office,11,"From US-89, exit onto Shultz Pass-Lockett Meadow Rd and travel east for 0.6 mi. Turn right onto NF-552 and continue north for 0.5 mi. Bear left onto NF-552 for 0.6 mi, and then turn right onto NF-552A for 2.8 mi. Spring should be visible to the west of the road.","Lockett Meadow Spring was a helocrene at the base of the Inner Basin of the San Francisco Peaks. It lies in a large meadow, surrounded by ponderosa pine forest. These site data were imported from the SSI geodatabase, a compilation from multiple sources.",,Map,NAD83,12,,443618,3913180,35,21,37.188,-111,37,14.16,35.36033,-111.6206,2597,,,limnocrene,anthropogenic,,,,,,,,,,1908,jeriledbetter,1/9/2012,jeriledbetter,11/23/2016,5,2.2,4,http://springsdata.org/uploaded_files/survey/old_images/1021_LockettMeadow_1387393674.jpg,,,Lockett Meadow,4/25/2014 12:11,51
743,Lost Spring,US,AZ,Coconino,Moritz Ridge,15020016,,USFS,"Kaibab NF, Williams RD",Kaibab,3,1,Geonames,Imported from USGS Geonames,11,From US-180 exit onto NF-9002D and travel west for 3.8 mi. Bear left on NF-3872 and continue south for 0.65 mi. Turn right onto NF-3884 for 0.75 mi. Spring is 330 m due west.,"This site is included in the AZ Land Office springs layer, and is depicted as a water tank on the DRG. One concrete spring box and 2 concrete stock tanks have been constructed at the site.",,map,NAD83,12,,419995,3925680,35,28,17.076,-111,52,54.588,35.47141,-111.88183,2198,,"Elevation from 10m DEM, coordinates from AZ State Land Office layer.",hillslope,helocrene,igneous,andesite,,subaerial,,fracture spring,contact spring,spring,gravity,4875,jeriledbetter,12/8/2010,jeriledbetter,11/23/2016,2,3.5,4,http://springsdata.org/uploaded_files/survey/old_images/743_Lost.jpg,,,Lost,4/25/2014 12:11,12
19269,Lower Schoolhouse Spring,US,AZ,Coconino,Supai,15010004,,Tribal,Havasupai Tribe,,15,1,Geonames,Imported from USGS Geonames,12,,"There are two spring sites, the first site is 4m x 2m and the second is 15m x 2m (the second site is Upper Schoolhouse Spring (?))",,,NAD83,12,,349749,4012562,36,14,46.608,-112,40,20.028,36.24628,-112.67223,1250,32,,,,,,,,,,,,,172,,9/20/2013,jeriledbetter,5/9/2015,2,3.5,4,,,,Lower Schoolhouse,4/25/2014 12:11,8
19266,Mile-post 5,US,AZ,Coconino,Supai,15010004,,Tribal,Havasupai Tribe,,15,1,PUB,Brown & Moran 1979,12,,,,GPS,NAD83,12,etrex 20,347318,4008767,36,12,42.12,-112,41,54.744,36.2117,-112.69854,1052,40,"347575, 4008571",,,,,,,,,,,,355,,9/20/2013,larrystevens,7/24/2015,6,1.8,4,,,,Mile-post 5,4/25/2014 12:11,8
348,North Canyon Spring all,US,AZ,Coconino,Dog Point,15010001,,USFS,"Kaibab NF, North Kaibab RD",Kaibab,15,1,USGS Quad,Added based on DRG layer,12,"Central Kaibab Plateau, the head of and in North Canyon","All three North Canyon springs (Upper, Middle, and Lower) were surveyed as one site by Larry Stevens (Grand Canyon Wildlands Council) in 2000.",KNF-6A,GPS,NAD83,12,Garmin,402768,4028618,36,23,52.08,-112,5,3.408,36.3978,-112.08428,2508,,"Elevation from 10m DEM, coordinates from Larry Stevens, confirmed by DRG.",hillslope,,sedimentary,sandstone,Coconino,subaerial,mountainside,contact,contact,spring,gravity,30,jeriledbetter,6/9/2009,margueritehendrie,11/30/2012,13,2.2,4,,,,North Canyon All,4/25/2014 12:11,12
1056,Pat Spring,US,AZ,Coconino,White Horse Hills,15020016,,USFS,"Coconino NF, Peaks RD",Coconino,3,1,State,Imported in 2009 from AZ State Land Office; Other DB from AZDWR,11,From US-180 turn onto NF-151 (Heart Prairie Rd) and travel SE for 1.6 mi. Continue on NF-418 for 3 mi. Turn left on NF-9123R and continue NW for 0.4 mi. Spring is 70 m due west.,"This site was imported from the SSI geodatabase, a compilation from multiple sources. This is a manipulated spring in a rocky, heavily forested drainage. The spring has been boxed and piped to a tank downstream.","A-23-07 07ACD, FLWD_SiteID 352334111412101",GPS,NAD83,12,Garmin Oregon 650,437364,3916777,35,23,32.604,-111,41,22.956,35.39239,-111.68971,2580,3,,hillslope,,,,,subaerial,,,,,gravity,3619,jeriledbetter,1/9/2012,jeriledbetter,11/23/2016,4,3.2,4,http://springsdata.org/uploaded_files/survey/old_images/1056_Pat.jpg,,,Pat,4/25/2014 12:11,51
1059,Philomena Spring,US,AZ,Coconino,Humphreys Peak,15020016,,USFS,"Coconino NF, Peaks RD",Coconino,3,1,Geonames,Imported from USGS Geonames,11,"Top of San Francisco peaks, then down into &quot;Philomena Canyon&quot; fell field. The spring source is marked by heavy steel piping and decomposing concrete in the middle of the avalanche chute. ","This site was imported from the geodatabase, a compilation from multiple sources. This site is a now-dry rheocrene in the middle of an avalanche chute 150m southwest of a rhyolite cliff. ",,GPS,NAD83,12,Garmin E-trex,437974,3912073,35,21,0.036,-111,40,57.504,35.35001,-111.68264,3463,5,,rheocrene,,,,,subaerial,,,,,gravity,1568,jeriledbetter,1/9/2012,margueritehendrie,2/13/2014,2,3,4,http://springsdata.org/uploaded_files/survey/old_images/1059_Philomena.jpg,,,Philomena,4/25/2014 12:11,51
1148,Railroad Spring,US,AZ,Coconino,Garland Prairie,15060202,,USFS,"Coconino NF, Peaks RD",Coconino,3,1,State,Imported in 2009 from AZ State Land Office; Other DB from AZDWR,11,From exit 178 on I-40 travel south on S Garland Prairie Rd for 8.13 mi. Turn left on Scout Camp Rd and continue for 1 mi. Continue left on S Manterola Ranch Rd for 1 mi.,This spring emerges into a pond and outflows approximately 300 m to another pond. This site was imported from a compilation from multiple sources.,,Map,NAD83,12,,412528,3888531,35,8,9.096,-111,57,36.54,35.13586,-111.96015,2044,,,limnocrene,,,,,,,,,,,699,jeriledbetter,1/9/2012,lancemurray,3/16/2016,2,3,4,http://springsdata.org/uploaded_files/survey/-993769983/-993769983_rep.jpg,,,Railroad,4/25/2014 12:11,51
1072,Riordan Overpass,US,AZ,Coconino,Flagstaff West,15020015,,USFS,"Coconino NF, Peaks RD",Coconino,3,0,IR,Marguerite Hendrie research,11,"From Route 66 (I-40 Business Loop) near Flagstaff, turn onto W Belle Springs Way to N Bell Springs Rd and travel north for 0.12 mi. Spring is 100 m due east.","This site was imported from the SSI geodatabase, a compilation from multiple sources. The spring site consists of a bermed stock tank 20 meters from a road.",,Map,NAD83,12,,434489,3894964,35,11,43.908,-111,43,10.668,35.19553,-111.71963,2194,,,limnocrene,anthropogenic,igneous,basalt,,subaerial,,fracture spring,contact spring,mixed,gravity,952,jeriledbetter,1/9/2012,jeriledbetter,11/23/2016,2,3.5,4,http://springsdata.org/uploaded_files/survey/old_images/1072_RiordanOverpassUnnamed.jpg,http://springsdata.org/uploaded_files/survey/old_images/1072_RiordanOverpassUnnamedSketch.jpg,,Riordan Overpass,4/25/2014 12:11,51
